"PRODUCT_ID","LANGUAGE_ID","TRANSLATED_NAME","TRANSLATED_DESCRIPTION"
3171,"DK","Smart Suite - S3.3/EN","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til SPNIX version 3.3. Engelsk software og brugervejledning."
3172,"DK","Graphics - DIK+","Software Kit Graphics: Draw-It Kwik-Plus. Indeholder en omfattende samling af clip art-filer og avancerede tegnefunktioner til 3-D-objektmanipulation, varierende skyggelægning og udvidede skrifttyper."
3173,"DK","Graphics - SA","Software Kit Graphics: SmartArt. Professionel grafikpakke til SPNIX med mange forskellige stregtyper, teksturer, indbyggede former og fællessymboler."
3175,"DK","Project Management - S4.0","Project Management-software, til SPNIX V4.0. Softwaren omfatter kommandolinje og grafisk brugerflade med tekst, grafik, regneark og brugerdefinerbare rapportformater."
3176,"DK","Smart Suite - V/EN","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til Vision. Engelsk software og brugervejledning."
3177,"DK","Smart Suite - V/FR","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til Vision. Fransk software og brugervejledning."
3245,"DK","Smart Suite - S4.0/FR","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til SPNIX V4.0. Fransk software og brugervejledning."
3246,"DK","Smart Suite - S4.0/SP","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til SPNIX V4.0. Spansk software og brugervejledning."
3247,"DK","Smart Suite - V/DE","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til Vision. Tysk software og brugervejledning."
3248,"DK","Smart Suite - S4.0/DE","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til SPNIX V4.0. Tysk software og brugervejledning."
3250,"DK","Graphics - DIK","Software Kit Graphics: Draw-It Kwik. Simpel grafikpakke til Vision-systemer, med mulighed for at gemme i GIF-, JPG- og BMP-formater."
3251,"DK","Project Management - V","Project Management-software til Vision. Softwaren omfatter kommandolinje og grafisk brugerflade med tekst, grafik, regneark og brugerdefinerbare rapportformater."
3252,"DK","Project Management - S3.3","Project Management-software til SPNIX V3.3. Softwaren omfatter kommandolinje og grafisk brugerflade med tekst, grafik, regneark og brugerdefinerbare rapportformater."
3253,"DK","Smart Suite - S4.0/EN","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til SPNIX V4.0. Engelsk software og brugervejledning."
3257,"DK","Webbrowser - SB/S 2.1","Softwarekit til Webbrowser: SmartBrowse V2.1 til SPNIX V3.3. Omfatter kontekstafhængig hjælp og onlinedokumentation."
3258,"DK","Webbrowser - SB/V 1.0","Softwarekit til Webbrowser: SmartBrowse V2.1 til Vision. Omfatter kontekstafhængig hjælp og onlinedokumentation."
3362,"DK","Webbrowser - SB/S 4.0","Softwarekit til Webbrowser: SmartBrowse V4.0 til SPNIX V4.0. Omfatter kontekstafhængig hjælp og onlinedokumentation."
2231,"DK","Skrivebord - S/V","Skrivebord i standardstørrelse. Den sidste finish foretages med den finér, der er på lager på bestillingstidspunktet, herunder eg, ask, kirsebær og mahogni."
2335,"DK","Mobiltelefon","Dual band-mobiltelefon med lavt batteriforbrug. Let og sammenklappelig med stik til hovedtelefon og opbevaringsrum til ekstra batteri."
2350,"DK","Skrivebord - W/48","Skrivebord - 48 tommer hvid laminat uden sidebord."
2351,"DK","Skrivebord - W/48/R","Skrivebord - 60 tommer hvid laminat med 48 tommer sidebord."
2779,"DK","Skrivebord - OS/O/F","Direktørskrivebord i overstørrelse med arkivskuffer. Den sidste finish kan defineres ved bestilling, lys eller mørk eg eller naturligt håndpoleret."
3337,"DK","Mobil Webtelefon","Mobiltelefon med månedligt gebyr for Webadgang. Slank form med etui i læder-look og bælteclips."
2091,"DK","Skriveblok LW 8 1/2 x 11","Skriveblok, linieret, hvid, størrelse 8 1/2 x 11 tommer"
2093,"DK","Penne - 10/FP","Penne med permanent blæk, der tørrer hurtigt og ikke gnides ud. Giver jævn, flydende skrift. Lille spids. Æske med én farve (sort, blå, rød) eller blandede farver (6 sorte, 3 blå og 1 rød)."
2144,"DK","Omslag til kortmappe","Udskifteligt omslag til professionel kortmappe. Mørkegrå (originalfarve) eller klar plastik."
2336,"DK","Æske med visitkort - 250","Æske med visitkort, kapacitet 250. Brug formular BC110-2, Rev. 3/2000 (papirkopi eller online) ved bestilling, og udfyld alle felter, der er markeret med en stjerne."
2337,"DK","Visitkort - 1000/2L","Æske med visitkort, kapacitet 1000, 2-sidet med forskelligt sprog på hver side. Brug formular BC111-2, Rev. 12/1999 (papirkopi eller online) ved bestilling - udfyld alle felter, der er markeret med en stjerne, og markér afkrydsningsfeltet for andet sprog (Engelsk er altid på side 1)."
2339,"DK","Papir - Standardprinter","20 lb. 8,5x11 tommer hvidt laserprinterpapir (genbrug), ti pakker á 500 ark"
2536,"DK","Visitkort - 250/2L","Æske med visitkort, kapacitet 250, 2-sidet med forskelligt sprog på hver side. Brug formular BC111-2, Rev. 12/1999 (papirkopi eller online) ved bestilling - udfyld alle felter, der er markeret med en stjerne, og markér afkrydsningsfeltet for andet sprog (Engelsk er altid på side 1)."
2537,"DK","Æske med visitkort - 1000","Æske med visitkort, kapacitet 1000. Brug formular BC110-3, Rev. 3/2000 (papirkopi eller online) ved bestilling, og udfyld alle felter, der er markeret med en stjerne."
2783,"DK","Papirclips","Papirclips af anerkendt mærke, der sætter standarden for kvalitet.10 æsker med 100 clips i hver. Nr. 1 almindelig eller stor, glat eller skridfast."
2808,"DK","Skriveblok LY 8 1/2 x 11","Skriveblok, linieret, gul, størrelse 8 1/2 x 11 tommer"
2810,"DK","Inkvisible penne","Rollerball-pen, der er udstyret med en glat præcisionsspids. Gennemsigtigt gummigreb giver synlig blækbeholdning og komfortabel skrivning. I pakke med 4 stk, 1 sort, 1 blå, 1 rød og 1 grøn."
2870,"DK","Skrueblyant","Ergonomisk designet skrueblyant for forbedret skrivekomfort. Kan genopfyldes med viskelæder og bly. Fås med tre størrelser bly: .5mm (fin)); .7mm (medium)) og .9mm (tyk)."
3051,"DK","Penne - 10/MP","Penne med permanent blæk, der tørrer hurtigt og ikke gnides ud. Giver jævn, flydende skrift. Medium spids. Æske med én farve (sort, blå, rød) eller blandede farver (6 sorte, 3 blå og 1 rød)."
3150,"DK","Kortholder - 25","Kortholder; massiv professionel kortholder i plastik med firmalogo. Kan indeholde cirka 25 visitkort, afhængigt af korttykkelse."
3208,"DK","Blyanter - træ","Æske med 24 stk blyanter i træ. Angiv blytype ved bestilling: 2H (double hard), H (hard), HB (hard black), B (soft black)."
3209,"DK","Blyantsspidser","Elektrisk blyantsspidser med robuste stålknive med lang levetid. PencilSaver hjælper med at forhindre, at blyanten spidses for meget. Skridsikre gummifødder. Indbygget blyantsholder."
3224,"DK","Kortmappe - 250","Bærbar mappe der hjælper med at holde styr på visitkortene, kapacitet 250. Bogformat med gennemsigtige lommer til visitkort. Valgfrie alfabetiske faner. Angiv omslagsfarve ved bestilling (mørkebrun, beige, bordeauxfarvet, sort og lys grå)."
3225,"DK","Kortholder - 1000","Holder, der hjælper dig til at holde styr på visitkortene, med alfabetisk inddeling; kapacitet 1000. Skrivebordsformat med mørkegråt omslag og sort basis. Låget kan tages af, så den kan opbevares i en skuffe."
3511,"DK","Papir - HQ-printer","Kvalitetspapir til inkjet- og laserprintere, som er testet til at kunne modstå papirstop. Syrefri til arkiveringsformål. 22lb. vægt med lysstyrke 92. Størrelse: 8 1/2 x 11. 1 bundt med 500 ark."
3515,"DK","Bly","Bly til genopfyldning af skrueblyanter. Hver pakke indeholder 25 blystifter og et viskelæder. Fås i tre størrelser: .5mm (fin)); .7mm (medium)) og .9mm (tyk)."
2986,"DK","Vejledning- Vision OS/2x +","Vejledninger til operativsystemet Vision version 2.x og Vision Office Suite"
3163,"DK","Vejledning - Vision Net6.3/DA","Vejledning til Vision Networking V6.3. US-version med avanceret kryptering."
3165,"DK","Vejledning - Vision Tools2.0","Vejledning til Vision Business Tools Suite V2.0. Omfatter installations-, konfigurations- og brugervejledning."
3167,"DK","Vejledning - Vision OS/2.x","Vejledning til operativsystemet Vision version 2.0/2.1/2/3. Komplet information om installation, konfiguration, administration og optimering til Vision-systemer. Bemærk, at denne vejledning erstatter de individuelle vejledninger til version 2.0 og 2.1."
3216,"DK","Vejledning - Vision Net6.3","Vejledning til Vision Networking V6.3. Ikke-US-version med basiskryptering."
3220,"DK","Vejledning - Vision OS/1.2","Vejledning til operativsystemet Vision version 1.2. Komplet information om installation, konfiguration, administration og optimering til Vision-systemer."
1729,"DK","Kemikalier - RCP","Rensekemikalier - 3500 renseklude til rulle"
1910,"DK","FG-kabinet - H","Fiberglaskabinet - kraftigt, 1 tyk"
1912,"DK","SS-kabinet - 3mm","Kabinet i rustfrit stål - 3mm. Kan forbores til standardstrømforsyninger, bundkortholdere og harddiske. Brug den rigtige skabelon til at identificere modelnummer, placering og størrelse på den færdige plade ved bestilling af forboret plade."
1940,"DK","ESD-bøjle/-clips","Bøjle til afladning af elektrostatisk energi med krokodillenæb, der gør det nemt at tilslutte til kabinettet eller anden jordforbindelse."
2030,"DK","Gummihandsker","Gummihandsker til brug for assemblere og montører og ved håndtering af kemikalier. Kraftig kvalitet, orange med noprede fingregreb. Vandtætte og stødsikre op til 220 volt/2 amp, 110 volt/5 amp. Syresikre i op til 5 minutter."
2326,"DK","Plastikkabinet - Y","Plastikkabinet - gul, standardkvalitet."
2330,"DK","Plastikkabinet - R","Plastikkabinet - rød, standardkvalitet."
2334,"DK","Harpiks","Syntetisk harpiks til diverse formål."
2340,"DK","Kemikalier - SW","Rensekemikalier - 3500 antistatiske klude"
2365,"DK","Kemikalier - TCS","Rensekemikalier - 2500 transportrenseark"
2594,"DK","FG-kabinet - L","Fiberglaskabinet - letvægts til intern varmeafskærmning, 1/4 tyk"
2596,"DK","SS-kabinet - 1mm","Kabinet i rustfrit stål - 3mm. Kan forbores til standardmodeller af bundkort- og batteriholdere. Brug den rigtige skabelon til at identificere modelnummer, placering og størrelse på den færdige plade ved bestilling af forboret plade."
2631,"DK","ESD-bøjle/QR","Bøjle til afladning af elektrostatisk energi: 2-ledet bly med quick release-stik. Den ene leder er permament tilsluttet computerkabinettet med en skrue, den anden er tilsluttet bøjlen. Ekstra permanente ender kan fås."
2721,"DK","Computertaske - L/S","Computertaske i sort læder - plads til en enkelt bærbar computer og med lommer til vejledninger, ekstra hardware og arbejdspapirer. Justerbare stropper og aftagelig lomme til strømforsyning og kabler."
2722,"DK","Computertaske - L/D","Computertaske i sort læder - plads til to bærbare computere og med lommer til vejledninger, ekstra hardware og arbejdspapirer. Justerbare stropper og aftagelige lommer til strømforsyning og kabler. Skulderstrop i dobbelt bredde for komfort."
2725,"DK","Maskinolie","Maskinolie til smøring af dæksel og glidere i cd-rom-drev. Selvrensende justerbar spids for fin til medium stråle."
2782,"DK","Computertaske - C/S","Computertaske i kanvas - plads til en enkelt bærbar computer og med lommer til vejledninger, ekstra hardware og arbejdspapirer. Justerbare stropper og aftagelig lomme til strømforsyning og kabler. Udvendig lomme med snaplukning for nem adgang på rejser."
3187,"DK","Plastikkabinet - B/HD","Plastikkabinet - blåt."
3189,"DK","Plastikkabinet - G","Plastikkabinet - grønt."
3191,"DK","Plastikkabinet - O","Plastikkabinet - orange."
3193,"DK","Plastikkabinet - W/HD","Plastikkabinet - hvidt."
1726,"E","Monitor LCD 11/PM","Monitor pasivo de 11 pulgadas con pantalla de cristal líquido. La pantalla virtualmente plana de alta resolución proporciona una calidad de imagen excepcional con menos brillo."
2359,"E","Monitor LCD 9/PM","Monitor pasivo de 9 pulgadas con pantalla de cristal líquido. Disfrute de la productividad que proporciona un pequeño monitor al aportar más espacio de trabajo en el escritorio. Configuración sencilla con compatibilidad plug-and-play."
1769,"DK","GP 800x600","Grafikprocessor, opløsning 800 x 600 pixel. Uundværlig for brugere, der kræver 2D af høj kvalitet og generel understøttelse af 3D til avancerede programmer. Leverer utrolig kvalitet i meget komplekse modeller og giver brugeren mulighed for at fokusere på designet i stedet for på gengivelsesprocessen."
2049,"DK","MB - S300","Bundkort af PC-type, serie 300."
2751,"DK","MB - S450","Bundkort af PC-type, serie 450."
3112,"DK","MB - S500","Bundkort af PC-type, serie 500."
2752,"DK","MB - S550","Bundkort af PC-type til serie 550."
2293,"DK","MB - S600","Bundkort, serie 600."
3114,"DK","MB - S900/650+","PC-bundkort, serie 900; standardbundkort til alle modeller fra 650 og opefter."
3129,"DK","Lydkort STD","Lydkort - standardversion, med MIDI-interface, linje ind/ud, mikrofon-input med lav impedans."
3133,"DK","Skærmkort /32","Skærmkort med 32MB cache-hukommelse."
2308,"DK","Skærmkort /E32","3-D ELSA skærmkort med 32 MB hukommelse."
2496,"DK","WSP DA-130","Wide storage-processor DA-130 til lagerunderenheder."
2497,"DK","WSP DA-290","Wide storage-processor (model DA-290)."
3106,"DK","KB 101/EN","Standard PC/AT udvidet tastatur (101/102 taster). Landestandard: Engelsk (US)."
2289,"DK","KB 101/ES","Standard PC/AT udvidet tastatur (101/102 taster). Landestandard: Spansk."
3110,"DK","KB 101/FR","Standard PC/AT udvidet tastatur (101/102 taster). Landestandard: Fransk."
3108,"DK","KB E/EN","Ergonomisk tastatur med to separate tasteområder, aftageligt numerisk tastatur. Tastaturlayout: Engelsk (US)."
2058,"DK","Mus +HS","Kombination af en mus og en håndledsstøtte for at gøre det mere behageligt at taste og bruge musen."
2761,"DK","Mus +HS/FL","Sæt bestående af en mus og en håndledsstøtte med firmalogo"
3117,"DK","Mus T/N","Ergonomisk trådløs mus.Med track-ball for maksimal komfort og nem anvendelse."
2056,"DK","Musemåtte /FL","Standardmusemåtte med firmalogo"
2211,"DK","Håndledsstøtte","En aflang skumgummipude, der støtter dine håndled, når du bruger et tastatur"
2944,"DK","Håndledsstøtte /FL","Håndledsstøtte med firmalogo"
1742,"DK","CD-ROM 500/16x","CD-rom-drev, 16x hastighed, maksimum kapacitet 500 MB."
2402,"DK","CD-ROM 600/E/24x","600 MB eksternt cd-rom-drev, 24x hastighed."
2403,"DK","CD-ROM 600/I/24x","600 MB internt cd-rom-drev, 24x hastighed"
1761,"DK","CD-ROM 600/I/32x","600 MB internt cd-rom-drev, 32x hastighed."
2381,"DK","CD-ROM 8x","Cd-rom-drev, 8x hastighed"
2424,"DK","CDW 12/24","Cd-brænder, 12x skrivehastighed, 24x læsehastighed. Advarsel: bliver snart forældet; denne hastighed er ikke høj nok længere, og bedre alternativer kan fås til en rimelig pris."
1781,"DK","CDW 20/48/E","Cd-brænder, 48x læsehastighed, 20x skrivehastighed"
2264,"DK","CDW 20/48/I","Cd-rom-drev: 20x læsehastighed, 48x skrivehastighed (intern)"
2260,"DK","DFD 1.44/3.5","Dobbelt diskettedrev - 1,44 MB - 3,5"
2266,"DK","DVD 12x","DVD-drev: 12x hastighed"
3077,"DK","DVD 8x","DVD-drev, 8x hastighed. Bliver formodentligt snart forældet ..."
2259,"DK","FD 1.44/3.5","Diskettedrev - 1,44 MB High Density-kapacitet - 3,5"""
2261,"DK","FD 1.44/3.5/E","Diskettedrev - 1,44 MB (high density) kapacitet - 3,5"" (eksternt)"
3082,"DK","Modem - 56/90/E","Modem - 56kbps, v.90 PCI Global-kompatibel. Eksternt; strømforsyning 110V."
2270,"DK","Modem - 56/90/I","Modem - 56kbps, v.90 PCI Global-kompatibel. Internt, til standardkabinetter (3,5"")."
2268,"DK","Modem - 56/H/E","Standard Hayes-kompatibelt modem - 56kbps, eksternt. Strømforsyning: 220V."
3083,"DK","Modem - 56/H/I","Standard Hayes-modem - 56kbps, internt, til standardkabinetter (3,5"")."
2374,"DK","Modem - C/100","DOCSIS/EURODOCSIS 1.0/1.1-kompatibelt eksternt kabelmodem"
1740,"DK","TD 12GB/DAT","Båndstation - 12 GB kapacitet, DAT-format."
2409,"DK","TD 7GB/8","Båndstation, 7GB kapacitet, 8mm kassettebånd."
2262,"DK","ZIP 100","ZIP-drev, 100 MB kapacitet (eksternt) plus kabel for tilslutning til parallelport"
2522,"DK","Batteri - EL","Batteri med udvidet levetid til bærbare computere"
2278,"DK","Batteri - NiHM","Genopladeligt NiHM-batteri til bærbare computere"
2418,"DK","Batteri-backup (DA-130)","Oplader til enkelt batteri med LED-indikatorer"
2419,"DK","Batteri-backup (DA-290)","Oplader til to batterier med LED-indikatorer"
3097,"DK","Kabel - 32R","Kabel - 32 pins fladkabel"
3099,"DK","Kabelsamler","Kabelsamler til organisering og samling af computerledninger"
2380,"DK","Kabel PR/15/P","parallelprinterkabel, 15 fod"
2408,"DK","Kabel PR/P/6","Centronics-standardprinterkabel, 6 fod, til parallelport"
2457,"DK","Kabel PR/S/6","Serielt RS232-standardprinterkabel, 6 fod"
2373,"DK","Kabel RS232 10/AF","RS232-kabel, 10 fod, med F/F- og 9F/25F-adaptere"
1734,"DK","Kabel RS232 10/AM","RS232-kabel, 10 fod, med M/M- og 9M/25M-adaptere"
1737,"DK","Kabel SCSI 10/FW/ADS","SCSI2 F/W-adapter, 10 fod, til DSxx0-kabel"
1745,"DK","Kabel SCSI 20/WD->D","SCSI2l Wide Disk Store til Disk Store-kabel, 20 fod"
2982,"DK","Drevmontering - A","Monteringssæt til drev"
3277,"DK","Drevmontering - A/T","Monteringssæt til drev i tower-kabinet"
2976,"DK","Drevmontering - D","Monteringssæt til drev i skrivebordskabinet"
